Id,SalePrice
1731,116173.17
1732,131482.72
1733,118493.125
1734,130062.34
1735,128396.43
1736,102848.65
1737,381553.16
1738,214865.22
1739,311661.3
1740,206780.11
1741,173905.94
1742,164845.52
1743,169654.61
1744,326020.34
1745,216593.2
1746,232749.58
1747,215160.56
1748,209419.1
1749,156911.17
1750,150151.0
1751,226094.14
1752,124362.76
1753,146412.31
1754,189607.78
1755,172644.88
1756,126912.97
1757,126140.95
1758,172829.84
1759,160660.72
1760,161221.88
1761,159656.1
1762,189048.7
1763,169109.69
1764,117888.23
1765,171868.83
1766,168803.94
1767,221209.19
1768,143764.12
1769,170633.31
1770,144840.81
1771,133382.31
1772,141374.14
1773,145529.19
1774,115969.0
1775,135321.17
1776,128216.77
1777,120441.09
1778,133346.08
1779,110895.32
1780,175231.62
1781,138824.42
1782,102474.72
1783,135952.66
1784,93213.6
1785,127883.84
1786,144341.06
1787,163220.56
1788,59412.977
1789,85549.06
1790,84428.84
1791,173659.36
1792,160812.27
1793,142340.44
1794,146158.64
1795,135214.2
1796,133982.34
1797,106844.95
1798,123151.75
1799,115940.266
1800,127443.734
1801,128808.555
1802,136830.73
1803,142475.75
1804,142329.78
1805,140541.81
1806,122774.516
1807,139076.86
1808,115486.3
1809,119849.57
1810,148169.0
1811,103150.375
1812,113971.875
1813,128545.375
1814,95331.88
1815,66743.72
1816,87731.28
1817,115317.98
1818,145988.58
1819,119016.81
1820,61589.11
1821,105738.49
1822,152610.28
1823,44351.723
1824,140638.2
1825,146440.88
1826,104503.44
1827,108659.805
1828,143815.78
1829,108624.84
1830,145439.88
1831,158992.19
1832,91076.68
1833,140333.48
1834,120398.33
1835,159257.38
1836,123866.59
1837,88601.57
1838,129302.016
1839,79279.336
1840,174031.17
1841,143844.11
1842,81617.61
1843,131078.16
1844,144442.08
1845,145492.5
1846,150437.5
1847,166722.66
1848,65626.27
1849,110509.88
1850,130482.41
1851,159958.03
1852,133301.47
1853,128062.41
1854,168844.9
1855,142627.45
1856,228191.4
1857,169952.22
1858,139704.81
1859,121324.664
1860,143000.62
1861,120637.04
1862,300343.7
1863,297546.88
1864,297546.88
1865,316620.1
1866,326119.34
1867,251215.55
1868,294882.53
1869,201304.28
1870,243568.12
1871,245403.17
1872,168123.36
1873,241553.27
1874,140854.94
1875,194507.86
1876,205684.7
1877,218022.3
1878,206437.77
1879,141492.34
1880,142076.69
1881,241888.02
1882,259159.53
1883,200126.44
1884,211026.7
1885,263280.75
1886,303696.3
1887,195393.94
1888,284673.3
1889,165354.19
1890,136549.97
1891,151287.66
1892,115733.23
1893,132152.28
1894,131619.61
1895,150545.25
1896,133594.45
1897,106712.164
1898,111193.664
1899,153957.97
1900,134630.61
1901,169999.75
1902,137010.45
1903,206437.25
1904,135370.75
1905,177000.73
1906,173480.36
1907,194557.19
1908,119077.51
1909,138673.7
1910,124081.33
1911,204035.03
1912,293248.6
1913,145007.22
1914,51544.742
1915,347948.88
1916,57318.688
1917,267689.06
1918,142310.72
1919,169803.14
1920,141313.11
1921,458332.44
1922,312379.34
1923,212705.78
1924,224409.7
1925,225834.44
1926,400813.03
1927,138241.02
1928,155361.34
1929,126952.7
1930,135543.89
1931,139883.8
1932,149798.94
1933,175317.95
1934,181057.42
1935,179926.56
1936,183076.0
1937,180809.47
1938,166796.97
1939,231489.23
1940,182567.88
1941,176715.36
1942,191720.9
1943,190230.25
1944,329521.66
1945,393055.94
1946,165584.55
1947,324377.34
1948,193408.11
1949,248445.0
1950,179587.62
1951,285159.53
1952,228694.75
1953,164340.48
1954,188112.52
1955,138584.19
1956,289598.12
1957,155048.66
1958,317055.22
1959,142932.44
1960,119386.86
1961,119371.75
1962,94937.63
1963,104583.51
1964,107763.91
1965,146044.17
1966,145569.19
1967,286811.88
1968,511967.38
1969,411056.53
1970,429920.3
1971,390204.5
1972,390915.3
1973,281710.78
1974,331687.84
1975,529180.56
1976,272973.6
1977,337370.0
1978,351944.1
1979,316783.47
1980,192937.64
1981,326771.66
1982,241383.11
1983,199505.02
1984,168393.48
1985,222084.95
1986,231058.53
1987,185119.98
1988,180029.3
1989,197492.98
1990,223385.06
1991,256987.7
1992,216134.47
1993,173279.62
1994,237395.06
1995,183665.23
1996,247055.61
1997,309421.3
1998,398467.88
1999,250150.94
2000,312780.56
2001,236702.02
2002,229747.0
2003,262068.5
2004,276935.72
2005,219456.34
2006,245523.27
2007,257559.56
2008,204023.83
2009,195173.19
2010,193608.1
2011,142196.0
2012,175084.27
2013,182221.72
2014,191012.12
2015,205684.98
2016,196734.39
2017,208379.97
2018,122016.88
2019,131208.11
2020,108698.1
2021,107777.11
2022,175326.9
2023,149413.52
2024,235664.84
2025,324868.97
2026,179115.92
2027,156081.55
2028,143337.1
2029,180708.06
2030,282281.28
2031,233906.42
2032,261855.1
2033,255656.44
2034,162730.78
2035,207719.34
2036,178711.47
2037,200730.25
2038,299306.38
2039,204511.72
2040,365337.03
2041,296974.6
2042,196251.12
2043,170142.75
2044,158766.81
2045,222978.6
2046,140139.27
2047,158260.67
2048,135772.73
2049,133492.34
2050,187159.39
2051,98273.76
2052,134407.88
2053,145023.62
2054,83137.69
2055,162832.73
2056,132006.56
2057,126046.945
2058,233020.48
2059,122356.56
2060,163016.84
2061,175974.5
2062,137515.56
2063,113561.13
2064,138893.14
2065,121083.52
2066,168829.23
2067,122831.04
2068,121406.47
2069,83623.64
2070,105955.875
2071,93463.945
2072,138936.78
2073,147646.08
2074,182463.14
2075,148066.36
2076,114758.67
2077,146482.52
2078,127728.88
2079,132862.33
2080,116756.766
2081,124488.164
2082,125685.18
2083,146784.36
2084,110112.58
2085,125535.21
2086,126706.016
2087,122460.7
2088,98722.3
2089,89497.484
2090,126390.484
2091,120927.125
2092,126164.305
2093,121649.625
2094,135388.55
2095,147944.33
2096,72985.99
2097,100858.17
2098,161769.03
2099,62118.168
2100,102820.71
2101,129741.0
2102,137354.02
2103,109286.09
2104,130677.85
2105,126055.16
2106,74351.97
2107,227312.88
2108,120378.73
2109,117146.445
2110,141563.08
2111,159070.7
2112,142359.0
2113,125687.555
2114,112681.85
2115,162264.84
2116,118282.73
2117,154871.7
2118,127030.555
2119,111277.23
2120,122587.7
2121,97596.88
2122,103461.55
2123,90888.36
2124,173986.56
2125,122870.93
2126,147329.1
2127,166380.14
2128,116764.32
2129,109988.305
2130,134593.7
2131,146929.72
2132,110886.84
2133,121891.19
2134,121416.336
2135,98996.63
2136,79449.73
2137,115852.49
2138,134393.03
2139,152434.56
2140,140332.81
2141,146914.45
2142,126682.12
2143,139035.58
2144,109785.67
2145,134038.42
2146,158098.95
2147,153333.47
2148,144733.5
2149,146359.78
2150,228389.36
2151,122613.48
2152,211614.67
2153,159802.42
2154,110104.91
2155,130799.33
2156,299327.03
2157,228259.11
2158,229329.77
2159,204499.14
2160,160637.89
2161,253723.92
2162,390077.38
2163,333582.5
2164,244098.52
2165,190530.27
2166,147884.6
2167,222096.03
2168,198783.5
2169,198200.25
2170,222926.22
2171,154735.55
2172,136774.67
2173,154905.19
2174,217222.48
2175,295231.06
2176,317576.47
2177,234998.98
2178,219472.89
2179,144086.28
2180,216805.78
2181,191126.2
2182,232165.75
2183,199870.81
2184,131989.44
2185,129487.586
2186,145240.3
2187,154072.55
2188,148313.67
2189,191701.58
2190,82064.21
2191,92144.81
2192,102242.41
2193,95863.6
2194,97993.02
2195,112481.164
2196,114944.8
2197,112783.68
2198,160076.6
2199,160211.25
2200,144877.0
2201,131050.09
2202,190671.31
2203,140395.25
2204,186296.22
2205,112358.45
2206,136932.16
2207,176754.19
2208,229779.1
2209,204635.23
2210,121813.73
2211,117295.54
2212,119534.01
2213,107444.125
2214,135771.73
2215,97779.88
2216,137087.61
2217,59148.7
2218,70182.53
2219,58435.24
2220,64464.582
2221,349009.25
2222,245881.47
2223,276850.8
2224,211653.23
2225,135144.31
2226,188099.56
2227,214623.72
2228,252017.88
2229,246855.67
2230,170370.44
2231,225060.77
2232,167171.33
2233,180378.94
2234,246985.02
2235,199265.72
2236,291651.25
2237,357217.9
2238,202672.28
2239,110615.21
2240,155745.34
2241,163040.88
2242,137775.66
2243,122114.24
2244,96184.34
2245,92167.66
2246,139856.48
2247,110376.81
2248,123168.305
2249,125051.76
2250,140991.19
2251,122289.46
2252,179144.1
2253,160309.56
2254,181249.08
2255,192836.23
2256,186089.45
2257,200251.58
2258,169373.16
2259,176109.47
2260,161351.81
2261,176304.4
2262,227879.02
2263,341855.12
2264,428094.88
2265,188951.25
2266,277155.38
2267,344915.0
2268,407671.4
2269,152304.19
2270,184847.64
2271,253681.95
2272,196448.94
2273,162436.89
2274,172670.48
2275,154836.78
2276,183390.9
2277,190011.55
2278,145022.95
2279,122793.62
2280,118537.195
2281,169327.45
2282,172521.94
2283,94145.91
2284,110200.33
2285,145059.81
2286,131003.836
2287,354885.9
2288,287851.06
2289,412433.75
2290,432470.34
2291,319472.22
2292,427650.88
2293,520813.78
2294,363177.78
2295,489522.53
2296,291312.62
2297,328665.38
2298,309921.4
2299,398665.12
2300,342343.38
2301,277511.8
2302,238467.55
2303,237611.75
2304,253649.78
2305,184022.12
2306,170780.83
2307,185161.89
2308,219523.11
2309,271903.0
2310,213422.12
2311,210697.06
2312,179599.58
2313,176103.34
2314,172415.64
2315,174020.33
2316,191703.05
2317,175191.19
2318,173678.34
2319,179944.83
2320,192297.38
2321,271135.2
2322,176044.39
2323,175332.9
2324,163621.66
2325,211569.38
2326,164338.88
2327,208102.42
2328,233544.95
2329,186606.23
2330,179897.55
2331,359975.53
2332,365288.88
2333,337580.62
2334,239503.94
2335,256268.16
2336,353728.28
2337,213848.55
2338,288580.72
2339,224663.58
2340,400240.4
2341,221822.75
2342,230459.78
2343,214017.25
2344,244612.55
2345,242643.62
2346,237921.62
2347,197323.23
2348,250152.5
2349,177628.67
2350,303272.16
2351,271008.7
2352,256535.64
2353,241270.95
2354,125493.74
2355,145513.48
2356,150598.88
2357,205342.66
2358,195241.67
2359,123464.484
2360,115404.33
2361,137846.55
2362,273886.1
2363,126235.6
2364,151435.3
2365,229043.47
2366,194867.61
2367,221869.23
2368,219414.48
2369,225610.4
2370,174452.61
2371,169019.12
2372,192077.86
2373,260407.45
2374,280055.03
2375,261165.03
2376,266056.22
2377,415084.2
2378,142232.19
2379,207750.34
2380,147390.77
2381,166449.23
2382,195133.27
2383,205605.95
2384,251503.64
2385,157566.1
2386,139875.52
2387,140670.8
2388,107192.41
2389,126597.3
2390,145564.88
2391,139997.75
2392,115039.37
2393,161934.06
2394,150881.48
2395,202751.7
2396,147585.08
2397,220807.47
2398,125845.61
2399,58186.09
2400,62368.953
2401,113750.164
2402,138292.83
2403,135396.12
2404,152594.52
2405,160198.03
2406,137380.25
2407,121945.24
2408,137675.75
2409,128343.805
2410,171849.22
2411,121667.6
2412,157156.42
2413,134311.42
2414,143615.84
2415,114659.13
2416,131080.8
2417,128388.9
2418,122583.64
2419,126440.17
2420,121162.766
2421,142884.6
2422,114430.016
2423,116762.27
2424,161777.17
2425,283288.78
2426,122089.875
2427,136225.58
2428,166862.12
2429,106531.77
2430,136844.17
2431,110098.92
2432,136659.44
2433,143390.53
2434,134382.39
2435,147563.27
2436,100601.62
2437,104488.58
2438,120124.77
2439,102967.67
2440,116040.48
2441,103660.55
2442,101978.5
2443,118302.32
2444,133598.47
2445,85090.81
2446,129902.17
2447,160070.53
2448,133837.98
2449,120239.83
2450,153095.77
2451,135469.86
2452,189977.55
2453,99952.51
2454,121702.14
2455,113044.31
2456,145131.06
2457,119153.016
2458,112509.95
2459,104318.305
2460,119318.74
2461,123372.15
2462,145036.64
2463,124120.5
2464,163978.19
2465,129301.516
2466,121709.86
2467,134578.47
2468,84758.66
2469,76051.55
2470,184693.3
2471,176057.23
2472,153977.73
2473,110172.43
2474,96547.18
2475,204420.27
2476,109633.21
2477,135240.38
2478,166904.88
2479,114236.195
2480,136910.64
2481,110954.61
2482,133655.61
2483,111520.9
2484,117110.07
2485,121294.06
2486,143483.11
2487,175075.03
2488,145216.94
2489,158911.12
2490,146737.94
2491,98318.625
2492,180447.86
2493,149036.45
2494,165184.27
2495,102205.78
2496,246109.1
2497,147337.11
2498,114328.195
2499,91489.73
2500,121679.54
2501,146977.88
2502,153842.06
2503,98597.414
2504,179352.83
2505,212678.42
2506,275723.4
2507,279568.16
2508,278821.44
2509,213246.88
2510,219616.98
2511,178579.95
2512,209092.53
2513,209633.95
2514,241512.88
2515,150400.19
2516,171626.58
2517,142150.78
2518,148701.05
2519,210322.19
2520,195364.08
2521,189347.53
2522,223778.11
2523,130547.195
2524,143678.72
2525,140805.2
2526,134801.95
2527,107920.93
2528,134909.95
2529,136339.67
2530,122960.87
2531,259578.56
2532,224359.53
2533,196424.14
2534,227223.86
2535,332545.22
2536,225289.61
2537,244229.34
2538,183610.97
2539,188203.39
2540,175645.02
2541,181827.77
2542,171660.61
2543,131578.77
2544,120940.43
2545,137756.88
2546,133581.66
2547,137835.38
2548,146492.02
2549,163345.69
2550,250041.02
2551,150609.67
2552,126839.85
2553,70930.47
2554,115273.87
2555,113224.6
2556,101935.73
2557,112781.09
2558,144758.58
2559,131888.1
2560,131481.48
2561,134914.05
2562,133250.44
2563,150554.38
2564,189107.39
2565,130719.53
2566,156358.81
2567,130481.71
2568,172295.06
2569,211172.73
2570,120578.6
2571,171786.33
2572,166965.94
2573,217997.67
2574,267006.38
2575,132732.42
2576,125479.28
2577,168035.19
2578,89644.49
2579,79360.016
2580,139768.97
2581,118946.266
2582,118889.98
2583,286127.8
2584,166125.12
2585,164469.14
2586,184648.84
2587,209206.2
2588,147482.75
2589,156321.8
2590,234645.12
2591,211989.23
2592,220687.14
2593,265853.75
2594,180617.56
2595,189427.12
2596,335687.8
2597,179025.48
2598,276666.38
2599,302548.56
2600,173741.48
2601,139256.75
2602,85778.66
2603,86611.625
2604,87481.41
2605,76867.875
2606,148295.22
2607,183996.53
2608,197876.08
2609,169934.31
2610,115666.05
2611,121045.1
2612,153537.62
2613,129048.55
2614,123844.3
2615,157197.88
2616,140569.98
2617,198116.08
2618,174410.16
2619,176643.56
2620,196094.47
2621,178633.28
2622,175501.39
2623,239171.33
2624,269290.03
2625,337012.16
2626,167570.61
2627,170655.16
2628,434448.34
2629,523346.53
2630,339401.03
2631,448660.28
2632,407052.28
2633,308419.75
2634,412693.53
2635,156784.8
2636,188180.5
2637,172962.7
2638,261052.61
2639,188555.58
2640,157880.6
2641,109735.195
2642,184955.9
2643,108901.71
2644,131516.8
2645,96862.2
2646,90017.234
2647,92904.82
2648,131875.08
2649,142674.08
2650,145878.38
2651,142909.52
2652,410598.16
2653,240868.1
2654,229469.53
2655,383992.2
2656,304183.1
2657,338450.38
2658,287013.53
2659,314240.72
2660,352791.7
2661,343179.7
2662,361333.38
2663,294720.16
2664,256249.95
2665,313256.0
2666,271428.5
2667,169182.28
2668,179250.27
2669,170023.73
2670,307371.7
2671,181751.31
2672,181761.58
2673,223733.92
2674,216443.45
2675,157370.06
2676,197144.55
2677,193456.53
2678,264450.1
2679,294139.6
2680,261283.16
2681,393300.56
2682,345541.3
2683,451206.22
2684,306727.06
2685,363794.6
2686,252570.78
2687,321309.03
2688,216966.94
2689,196478.8
2690,456058.66
2691,181212.52
2692,119093.38
2693,189867.1
2694,121451.23
2695,198652.72
2696,186543.75
2697,176370.69
2698,194286.1
2699,178042.45
2700,157875.44
2701,154198.2
2702,114824.78
2703,119709.234
2704,139269.53
2705,121371.1
2706,114989.11
2707,123136.04
2708,130684.7
2709,100840.75
2710,120255.6
2711,269453.6
2712,381496.4
2713,171257.11
2714,147329.53
2715,173126.7
2716,151434.52
2717,183849.75
2718,213926.25
2719,147856.02
2720,171479.61
2721,141532.06
2722,140828.2
2723,140297.56
2724,131734.66
2725,134494.97
2726,143964.25
2727,179809.92
2728,166320.67
2729,155526.64
2730,145898.23
2731,123267.53
2732,124494.375
2733,169023.92
2734,144463.6
2735,137748.39
2736,145861.64
2737,117948.99
2738,134925.61
2739,161209.88
2740,142012.19
2741,142710.1
2742,155393.33
2743,151613.6
2744,151331.31
2745,140266.06
2746,135962.28
2747,149107.88
2748,123056.59
2749,130067.83
2750,135033.05
2751,129542.516
2752,196653.44
2753,148068.44
2754,234602.56
2755,128551.43
2756,100211.625
2757,70725.89
2758,78909.36
2759,159956.27
2760,133820.67
2761,149987.56
2762,151307.27
2763,190793.72
2764,158288.22
2765,285718.03
2766,144368.9
2767,91399.805
2768,120249.65
2769,120544.31
2770,152444.48
2771,118662.445
2772,123595.74
2773,135288.73
2774,135608.02
2775,122762.09
2776,131575.78
2777,157014.25
2778,115167.41
2779,127264.54
2780,105049.39
2781,96984.6
2782,98240.016
2783,96078.97
2784,129415.125
2785,128167.3
2786,75771.99
2787,121736.016
2788,90911.83
2789,200235.8
2790,92337.71
2791,121074.445
2792,63484.27
2793,195184.7
2794,101995.55
2795,122020.53
2796,96441.71
2797,211360.03
2798,123844.82
2799,120489.54
2800,75355.46
2801,105635.34
2802,136833.19
2803,160231.08
2804,157153.5
2805,88253.6
2806,79498.1
2807,155709.62
2808,149821.94
2809,124213.0
2810,133460.19
2811,164607.05
2812,141470.33
2813,155269.19
2814,160002.94
2815,93778.72
2816,240086.9
2817,146783.73
2818,132893.31
2819,161666.89
2820,146396.02
2821,120234.02
2822,206091.84
2823,287359.5
2824,178415.94
2825,157943.98
2826,136738.23
2827,136266.98
2828,222785.64
2829,194208.75
2830,227839.81
2831,184458.77
2832,230478.7
2833,281409.72
2834,203864.5
2835,216523.39
2836,193311.16
2837,157055.23
2838,142355.62
2839,172807.47
2840,194373.52
2841,207162.72
2842,231150.38
2843,150620.0
2844,165273.5
2845,127491.18
2846,211440.12
2847,198311.36
2848,219391.55
2849,213559.42
2850,281926.97
2851,245627.31
2852,232493.3
2853,233684.66
2854,137861.92
2855,200816.0
2856,213032.27
2857,188052.78
2858,200127.3
2859,126266.51
2860,122904.48
2861,115546.75
2862,204009.78
2863,116772.93
2864,251804.69
2865,148665.7
2866,130511.34
2867,95533.92
2868,96267.56
2869,121795.42
2870,148686.83
2871,101274.27
2872,56155.33
2873,107805.125
2874,146819.94
2875,112331.04
2876,171992.03
2877,131194.36
2878,166471.97
2879,136210.38
2880,101452.11
2881,161273.44
2882,169937.69
2883,189023.69
2884,189492.16
2885,199242.11
2886,219754.25
2887,107689.086
2888,124307.516
2889,63937.016
2890,82775.55
2891,137289.19
2892,46879.523
2893,90023.516
2894,49934.996
2895,306092.9
2896,270241.94
2897,207476.78
2898,149374.78
2899,213736.81
2900,168165.25
2901,206702.53
2902,179048.17
2903,373219.97
2904,374405.47
2905,114440.195
2906,195799.3
2907,111550.58
2908,130768.83
2909,139518.62
2910,83424.37
2911,84934.984
2912,152664.34
2913,83907.8
2914,75062.99
2915,79133.26
2916,82642.125
2917,168038.62
2918,113052.13
2919,226126.45
